index,op_count,responetime_ns,type
btree_4k,220000,3916,write
btree_4k,221000,3291,write
btree_4k,222000,3708,write
btree_4k,223000,4167,write
btree_4k,224000,4042,write
btree_4k,225000,3583,write
btree_4k,226000,4084,write
btree_4k,227000,3584,write
btree_4k,228000,3709,write
btree_4k,229000,3750,write
btree_4k,230000,3584,write
btree_4k,231000,8167,read
btree_4k,232000,3500,write
btree_4k,233000,4167,write
btree_4k,234000,7958,write
btree_4k,235000,4125,write
btree_4k,236000,12667,write
btree_4k,237000,3791,write
btree_4k,238000,3584,write
btree_4k,239000,3875,write
btree_4k,240000,4083,write
btree_4k,241000,5583,write
btree_4k,242000,19792,write
btree_4k,243000,7000,write
btree_4k,244000,3166,write
btree_4k,245000,3166,write
btree_4k,246000,3250,write
btree_4k,247000,5459,write
btree_4k,248000,65875,read
btree_4k,249000,5125,write
btree_4k,250000,7417,write
btree_4k,251000,3791,write
btree_4k,252000,4416,write
btree_4k,253000,4625,write
btree_4k,254000,3208,write
btree_4k,255000,4458,write
btree_4k,256000,3791,write
btree_4k,257000,3375,write
btree_4k,258000,3834,write
btree_4k,259000,14834,write
btree_4k,260000,3834,write
btree_4k,261000,4709,write
btree_4k,262000,4458,write
btree_4k,263000,4459,write
btree_4k,264000,4250,write
btree_4k,265000,3833,write
btree_4k,266000,4334,write
btree_4k,267000,3542,write
btree_4k,268000,4125,write
btree_4k,269000,3500,write
btree_4k,270000,11250,write
btree_4k,271000,4542,write
btree_4k,272000,3916,write
btree_4k,273000,3834,write
btree_4k,274000,4625,write
btree_4k,275000,3250,write
btree_4k,276000,14000,write
btree_4k,277000,3542,write
btree_4k,278000,3625,write
btree_4k,279000,4208,write
btree_4k,280000,2958,write
btree_4k,281000,3542,write
btree_4k,282000,4125,write
btree_4k,283000,4583,write
btree_4k,284000,3625,write
btree_4k,285000,4458,write
btree_4k,286000,4083,write
btree_4k,287000,7792,read
btree_4k,288000,3584,write
btree_4k,289000,4291,write
btree_4k,290000,3625,write
btree_4k,291000,3375,write
btree_4k,292000,13083,write
btree_4k,293000,3625,write
btree_4k,294000,3834,write
btree_4k,295000,4500,read
btree_4k,296000,3958,write
btree_4k,297000,4750,write
btree_4k,298000,4042,write
btree_4k,299000,4292,write
btree_4k,300000,4333,write
btree_4k,301000,4292,write
btree_4k,302000,3791,write
btree_4k,303000,3583,write
btree_4k,304000,4042,write
btree_4k,305000,4958,write
btree_4k,306000,3667,write
btree_4k,307000,4292,write
btree_4k,308000,4542,write
btree_4k,309000,13792,read
btree_4k,310000,14375,write
btree_4k,311000,4041,write
btree_4k,312000,3917,write
